event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,,,,,
5202ed,STBLR-4,CAMP_DIW_01,P03,156,25% OFF,306,275,,117,35802,42900,,
e31e72,STHYD-4,CAMP_SAN_01,P10,50,25% OFF,33,31,,37.5,1237.5,1550,,
3131b7,STMYS-3,CAMP_SAN_01,P09,90,25% OFF,54,45,,67.5,3645,4050,,
d134e0,STBLR-3,CAMP_DIW_01,P15,3000,500 Cashback,442,1365,,2500,1105000,4095000,,
605f5e,STVJD-0,CAMP_DIW_01,P06,415,25% OFF,52,50,,311.25,16185,20750,,
d622c3,STHYD-0,CAMP_SAN_01,P10,50,25% OFF,25,20,,37.5,937.5,1000,,
fc3573,STMYS-2,CAMP_SAN_01,P08,1190,BOGOF,61,163,,595,36295,193970,,
d4b484,STHYD-2,CAMP_DIW_01,P10,65,50% OFF,140,186,,32.5,4550,12090,,
9c5d5a,STMDU-1,CAMP_DIW_01,P02,860,33% OFF,308,455,,576.2,177469.6,391300,,
1507,STMDU-3,CAMP_DIW_01,P09,110,50% OFF,57,61,,55,3135,6710,,
91fec3,STMYS-1,CAMP_DIW_01,P06,415,25% OFF,101,79,,311.25,31436.25,32785,,
66c422,STBLR-5,CAMP_DIW_01,P07,300,BOGOF,66,227,,150,9900,68100,,
0e888c,STVSK-3,CAMP_DIW_01,P02,860,33% OFF,274,334,,576.2,157878.8,287240,,
fe72b2,STHYD-3,CAMP_SAN_01,P13,350,BOGOF,133,337,,175,23275,117950,,
baecfe,STVJD-0,CAMP_SAN_01,P12,62,50% OFF,31,43,,31,961,2666,,
261bd6,STCHE-0,CAMP_DIW_01,P02,860,33% OFF,308,452,,576.2,177469.6,388720,,
85e08f,STVSK-4,CAMP_DIW_01,P08,1190,BOGOF,50,152,,595,29750,180880,,
73564c,STBLR-5,CAMP_SAN_01,P11,190,50% OFF,43,63,,95,4085,11970,,
316f12,STHYD-6,CAMP_SAN_01,P05,55,25% OFF,33,27,,41.25,1361.25,1485,,
eb3ac8,STHYD-0,CAMP_SAN_01,P06,415,25% OFF,42,34,,311.25,13072.5,14110,,
930325,STTRV-0,CAMP_SAN_01,P09,90,25% OFF,31,28,,67.5,2092.5,2520,,
292d0a,STMDU-0,CAMP_SAN_01,P01,172,33% OFF,219,304,,115.24,25237.56,52288,,
d4fced,STHYD-0,CAMP_SAN_01,P13,350,BOGOF,132,520,,175,23100,182000,,
da3d1d,STVSK-2,CAMP_DIW_01,P06,415,25% OFF,78,69,,311.25,24277.5,28635,,
73f158,STHYD-2,CAMP_SAN_01,P14,1020,BOGOF,118,459,,510,60180,468180,,
b8c7c8,STHYD-6,CAMP_SAN_01,P10,50,25% OFF,31,26,,37.5,1162.5,1300,,
141aea,STCHE-7,CAMP_SAN_01,P14,1020,BOGOF,111,493,,510,56610,502860,,
42ba27,STBLR-2,CAMP_DIW_01,P05,55,25% OFF,115,101,,41.25,4743.75,5555,,
870b25,STMYS-0,CAMP_SAN_01,P04,370,BOGOF,418,1116,,185,77330,412920,,
e3929b,STMYS-0,CAMP_DIW_01,P12,62,50% OFF,98,128,,31,3038,7936,,
6562df,STCBE-1,CAMP_SAN_01,P14,1020,BOGOF,78,310,,510,39780,316200,,
fe94ae,STMYS-1,CAMP_SAN_01,P04,370,BOGOF,450,1984,,185,83250,734080,,
66b7cc,STCHE-3,CAMP_DIW_01,P13,350,BOGOF,82,328,,175,14350,114800,,
3d7dc9,STCHE-1,CAMP_DIW_01,P10,65,50% OFF,127,133,,32.5,4127.5,8645,,
5.40E+190,STBLR-0,CAMP_DIW_01,P02,860,33% OFF,362,535,,576.2,208584.4,460100,,
1d8f76,STMYS-0,CAMP_DIW_01,P01,172,33% OFF,301,433,,115.24,34687.24,74476,,
4e7ca5,STMYS-1,CAMP_DIW_01,P07,300,BOGOF,54,219,,150,8100,65700,,
1bb04d,STCBE-3,CAMP_SAN_01,P01,172,33% OFF,240,355,,115.24,27657.6,61060,,
793873,STVSK-2,CAMP_DIW_01,P03,156,25% OFF,248,225,,117,29016,35100,,
536fbf,STMLR-2,CAMP_DIW_01,P15,3000,500 Cashback,217,659,,2500,542500,1977000,,
b68b77,STCBE-0,CAMP_SAN_01,P01,172,33% OFF,244,368,,115.24,28118.56,63296,,
434698,STVSK-0,CAMP_SAN_01,P12,62,50% OFF,39,63,,31,1209,3906,,
021d48,STMLR-2,CAMP_SAN_01,P14,1020,BOGOF,61,243,,510,31110,247860,,
a386d9,STCHE-2,CAMP_SAN_01,P09,90,25% OFF,54,50,,67.5,3645,4500,,
b46d32,STMDU-1,CAMP_SAN_01,P04,370,BOGOF,337,1337,,185,62345,494690,,
3af058,STVSK-3,CAMP_DIW_01,P07,300,BOGOF,36,108,,150,5400,32400,,
0efde2,STCHE-7,CAMP_SAN_01,P03,200,BOGOF,448,1895,,100,44800,379000,,
80be79,STBLR-4,CAMP_SAN_01,P08,1190,BOGOF,39,156,,595,23205,185640,,
879d9a,STBLR-2,CAMP_DIW_01,P15,3000,500 Cashback,318,915,,2500,795000,2745000,,
742ad5,STBLR-4,CAMP_DIW_01,P02,860,33% OFF,357,549,,576.2,205703.4,472140,,
b2270b,STHYD-0,CAMP_DIW_01,P07,300,BOGOF,52,173,,150,7800,51900,,
2e0f86,STMDU-2,CAMP_DIW_01,P12,62,50% OFF,71,80,,31,2201,4960,,
d85264,STMLR-1,CAMP_SAN_01,P07,300,BOGOF,30,120,,150,4500,36000,,
34e00a,STCBE-1,CAMP_DIW_01,P11,190,50% OFF,61,65,,95,5795,12350,,
e918c8,STBLR-4,CAMP_SAN_01,P09,90,25% OFF,66,56,,67.5,4455,5040,,
05d8e7,STMYS-1,CAMP_SAN_01,P12,62,50% OFF,45,71,,31,1395,4402,,
a0da88,STMLR-2,CAMP_DIW_01,P03,156,25% OFF,204,175,,117,23868,27300,,
4c7359,STVSK-2,CAMP_SAN_01,P09,90,25% OFF,43,35,,67.5,2902.5,3150,,
f30579,STBLR-9,CAMP_DIW_01,P02,860,33% OFF,337,488,,576.2,194179.4,419680,,
bed4b4,STMLR-1,CAMP_SAN_01,P10,50,25% OFF,13,10,,37.5,487.5,500,,
c8035e,STCHE-3,CAMP_SAN_01,P13,350,BOGOF,122,529,,175,21350,185150,,
8819fd,STBLR-2,CAMP_DIW_01,P04,290,25% OFF,350,304,,217.5,76125,88160,,
6639a5,STMDU-0,CAMP_SAN_01,P07,300,BOGOF,31,130,,150,4650,39000,,
dc23bb,STVSK-0,CAMP_DIW_01,P08,1190,BOGOF,42,145,,595,24990,172550,,
df4373,STMDU-2,CAMP_SAN_01,P07,300,BOGOF,33,128,,150,4950,38400,,
7c09bf,STVSK-4,CAMP_SAN_01,P10,50,25% OFF,21,15,,37.5,787.5,750,,
8f512d,STCBE-3,CAMP_SAN_01,P04,370,BOGOF,364,1434,,185,67340,530580,,
eb5927,STMDU-1,CAMP_SAN_01,P06,415,25% OFF,21,17,,311.25,6536.25,7055,,
87bb82,STCBE-0,CAMP_SAN_01,P15,3000,500 Cashback,126,275,,2500,315000,825000,,
26e506,STCHE-0,CAMP_SAN_01,P09,90,25% OFF,72,59,,67.5,4860,5310,,
fe4a15,STCBE-4,CAMP_SAN_01,P01,172,33% OFF,205,284,,115.24,23624.2,48848,,
30c488,STTRV-0,CAMP_SAN_01,P01,172,33% OFF,132,187,,115.24,15211.68,32164,,
7641,STBLR-1,CAMP_SAN_01,P14,1020,BOGOF,97,257,,510,49470,262140,,
dabee8,STBLR-1,CAMP_SAN_01,P05,55,25% OFF,19,17,,41.25,783.75,935,,
ba86f4,STVSK-1,CAMP_DIW_01,P13,350,BOGOF,61,204,,175,10675,71400,,
4236be,STTRV-0,CAMP_SAN_01,P14,1020,BOGOF,70,280,,510,35700,285600,,
c43947,STHYD-5,CAMP_SAN_01,P06,415,25% OFF,39,35,,311.25,12138.75,14525,,
a617b5,STHYD-4,CAMP_SAN_01,P14,1020,BOGOF,102,410,,510,52020,418200,,
d04921,STMLR-1,CAMP_DIW_01,P10,65,50% OFF,50,68,,32.5,1625,4420,,
e60b61,STMLR-0,CAMP_SAN_01,P06,415,25% OFF,15,12,,311.25,4668.75,4980,,
c9fa13,STHYD-4,CAMP_SAN_01,P04,370,BOGOF,403,1567,,185,74555,579790,,
7bb8ed,STCHE-2,CAMP_SAN_01,P08,1190,BOGOF,45,175,,595,26775,208250,,
20eb36,STCBE-1,CAMP_DIW_01,P10,65,50% OFF,80,92,,32.5,2600,5980,,
166ffe,STMYS-1,CAMP_SAN_01,P10,50,25% OFF,28,20,,37.5,1050,1000,,
985960,STCBE-4,CAMP_SAN_01,P06,415,25% OFF,21,17,,311.25,6536.25,7055,,
4dcb0e,STBLR-8,CAMP_SAN_01,P03,200,BOGOF,360,1414,,100,36000,282800,,
f304a8,STMYS-1,CAMP_DIW_01,P04,290,25% OFF,204,157,,217.5,44370,45530,,
9b5299,STBLR-6,CAMP_DIW_01,P04,290,25% OFF,360,320,,217.5,78300,92800,,
1130ea,STHYD-6,CAMP_DIW_01,P14,1020,BOGOF,45,155,,510,22950,158100,,
0a2689,STBLR-8,CAMP_SAN_01,P12,62,50% OFF,55,77,,31,1705,4774,,
03b653,STCBE-3,CAMP_DIW_01,P02,860,33% OFF,266,446,,576.2,153269.2,383560,,
46d796,STHYD-6,CAMP_SAN_01,P07,300,BOGOF,51,205,,150,7650,61500,,
d62a10,STCHE-7,CAMP_DIW_01,P13,350,BOGOF,63,242,,175,11025,84700,,
380c68,STTRV-1,CAMP_DIW_01,P07,300,BOGOF,29,96,,150,4350,28800,,
35418e,STTRV-0,CAMP_DIW_01,P14,1020,BOGOF,21,70,,510,10710,71400,,
5f2bb8,STBLR-8,CAMP_SAN_01,P11,190,50% OFF,45,62,,95,4275,11780,,
9.90E+87,STHYD-6,CAMP_DIW_01,P05,55,25% OFF,117,104,,41.25,4826.25,5720,,
c25b15,STHYD-6,CAMP_DIW_01,P07,300,BOGOF,63,218,,150,9450,65400,,
4f560f,STHYD-0,CAMP_SAN_01,P02,860,33% OFF,514,791,,576.2,296166.8,680260,,
0a8543,STHYD-4,CAMP_DIW_01,P01,172,33% OFF,304,465,,115.24,35032.96,79980,,
3edc10,STVSK-1,CAMP_DIW_01,P03,156,25% OFF,246,194,,117,28782,30264,,
59effd,STBLR-5,CAMP_SAN_01,P14,1020,BOGOF,97,380,,510,49470,387600,,
3b4a4f,STBLR-0,CAMP_DIW_01,P04,290,25% OFF,337,296,,217.5,73297.5,85840,,
0ffbbc,STTRV-1,CAMP_SAN_01,P09,90,25% OFF,30,28,,67.5,2025,2520,,
08086d,STBLR-7,CAMP_DIW_01,P10,65,50% OFF,120,188,,32.5,3900,12220,,
c5ba9b,STMYS-0,CAMP_SAN_01,P01,172,33% OFF,279,401,,115.24,32151.96,68972,,
d953a5,STBLR-1,CAMP_SAN_01,P01,172,33% OFF,297,418,,115.24,34226.28,71896,,
be603f,STHYD-1,CAMP_DIW_01,P09,110,50% OFF,87,92,,55,4785,10120,,
a02f06,STMLR-2,CAMP_SAN_01,P04,370,BOGOF,226,881,,185,41810,325970,,
955fa6,STHYD-5,CAMP_DIW_01,P12,62,50% OFF,161,209,,31,4991,12958,,
a42141,STMDU-1,CAMP_SAN_01,P15,3000,500 Cashback,85,195,,2500,212500,585000,,
e716e7,STBLR-7,CAMP_DIW_01,P09,110,50% OFF,78,117,,55,4290,12870,,
4b515c,STVJD-1,CAMP_SAN_01,P02,860,33% OFF,274,394,,576.2,157878.8,338840,,
9a1d69,STMDU-3,CAMP_DIW_01,P01,172,33% OFF,292,373,,115.24,33650.08,64156,,
79d01b,STHYD-1,CAMP_DIW_01,P11,190,50% OFF,61,72,,95,5795,13680,,
8b729b,STMDU-2,CAMP_SAN_01,P02,860,33% OFF,319,379,,576.2,183807.8,325940,,
136c14,STHYD-1,CAMP_SAN_01,P03,200,BOGOF,328,833,,100,32800,166600,,
94cacb,STCHE-0,CAMP_SAN_01,P12,62,50% OFF,55,79,,31,1705,4898,,
5ce72d,STMLR-2,CAMP_SAN_01,P11,190,50% OFF,24,27,,95,2280,5130,,
c873b4,STVSK-4,CAMP_DIW_01,P02,860,33% OFF,267,389,,576.2,153845.4,334540,,
b9b7dd,STBLR-3,CAMP_DIW_01,P12,62,50% OFF,126,157,,31,3906,9734,,
fb2c04,STVSK-0,CAMP_SAN_01,P08,1190,BOGOF,28,108,,595,16660,128520,,
04f19c,STMYS-0,CAMP_DIW_01,P08,1190,BOGOF,50,146,,595,29750,173740,,
3bcf8b,STCHE-6,CAMP_SAN_01,P14,1020,BOGOF,138,547,,510,70380,557940,,
b78a4f,STCBE-3,CAMP_SAN_01,P13,350,BOGOF,99,383,,175,17325,134050,,
1b1cf1,STBLR-8,CAMP_DIW_01,P09,110,50% OFF,61,77,,55,3355,8470,,
dc07e1,STMYS-2,CAMP_SAN_01,P06,415,25% OFF,31,26,,311.25,9648.75,10790,,
b92097,STCBE-4,CAMP_DIW_01,P03,156,25% OFF,257,221,,117,30069,34476,,
ffb109,STVSK-2,CAMP_DIW_01,P15,3000,500 Cashback,204,589,,2500,510000,1767000,,
11578,STHYD-3,CAMP_SAN_01,P14,1020,BOGOF,87,236,,510,44370,240720,,
a0017b,STCBE-4,CAMP_SAN_01,P05,55,25% OFF,16,12,,41.25,660,660,,
ac0db6,STBLR-8,CAMP_SAN_01,P06,415,25% OFF,22,16,,311.25,6847.5,6640,,
1e8961,STBLR-3,CAMP_SAN_01,P12,62,50% OFF,61,84,,31,1891,5208,,
f957f1,STMDU-1,CAMP_SAN_01,P10,50,25% OFF,22,18,,37.5,825,900,,
a9ae21,STCBE-0,CAMP_DIW_01,P12,62,50% OFF,80,119,,31,2480,7378,,
e5d28d,STVSK-0,CAMP_SAN_01,P13,350,BOGOF,73,282,,175,12775,98700,,
4d22d1,STBLR-9,CAMP_SAN_01,P12,62,50% OFF,52,73,,31,1612,4526,,
